City,Time,O3,PM2.5,PM10,CO,SO2,NO2,NH3,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Bangkok,2021-04-11 21:00:00,0.19,394.67,394.67,12176.51,154.5,95.96,81.06,26.6,95.0,0.0,1.95,469.21,14.66,0.45,376.39,582.74,78.63,111.74
Bangkok,2021-04-11 22:00:00,1.95,376.39,376.39,11962.89,171.66,128.87,87.14,26.7,89.0,0.0,39.7,277.52,1.74,1.59,488.25,357.66,79.57,122.01
Bangkok,2021-04-11 23:00:00,39.7,488.25,488.25,12390.14,225.07,342.73,116.53,26.9,88.0,0.0,423.43,110.15,0.17,4.65,628.67,176.8,99.34,138.06
Bangkok,2021-04-12 00:00:00,423.43,628.67,628.67,8438.11,213.62,263.21,95.25,25.9,93.0,3.6,469.21,43.63,0.0,25.75,582.74,107.77,115.48,96.64
Bangkok,2021-04-12 01:00:00,469.21,582.74,582.74,6675.72,175.48,119.27,64.34,28.2,82.0,1.8,277.52,14.66,0.0,47.92,357.66,78.63,122.85,71.07
Bangkok,2021-04-12 02:00:00,277.52,357.66,357.66,5020.14,135.42,106.93,50.66,29.3,77.0,1.8,110.15,1.74,0.0,49.35,176.8,79.57,131.69,56.19
Bangkok,2021-04-12 03:00:00,110.15,176.8,176.8,3631.59,104.9,116.53,46.1,31.2,65.0,7.6,43.63,0.17,0.0,35.05,107.77,99.34,144.29,48.68
Bangkok,2021-04-12 04:00:00,43.63,107.77,107.77,3124.24,94.41,116.53,47.12,31.3,65.0,5.5,14.66,0.0,0.0,16.63,78.63,115.48,139.9,52.64
Bangkok,2021-04-12 05:00:00,14.66,78.63,78.63,2964.02,87.74,108.3,46.61,31.4,65.0,5.5,1.74,0.0,0.0,5.1,79.57,122.85,112.73,58.47
Bangkok,2021-04-12 06:00:00,1.74,79.57,79.57,3685.0,103.0,101.45,55.73,32.3,65.0,7.6,0.17,0.0,0.0,0.87,99.34,131.69,86.96,82.19
Bangkok,2021-04-12 07:00:00,0.17,99.34,99.34,4966.74,129.7,94.59,66.88,31.4,66.0,3.7,0.0,0.0,0.0,0.14,115.48,144.29,72.33,115.0
Bangkok,2021-04-12 08:00:00,0.0,115.48,115.48,5607.61,139.24,91.85,66.88,31.3,66.0,3.7,0.0,0.0,0.0,0.0,122.85,139.9,68.75,130.95
Bangkok,2021-04-12 09:00:00,0.0,122.85,122.85,5874.63,112.53,86.37,49.65,29.8,94.0,7.6,0.0,0.0,0.0,0.0,131.69,112.73,70.36,132.47
Bangkok,2021-04-12 10:00:00,0.0,131.69,131.69,6195.07,84.88,75.4,35.97,29.2,92.0,5.5,0.0,0.0,0.0,0.0,144.29,86.96,74.38,140.5
Bangkok,2021-04-12 11:00:00,0.0,144.29,144.29,6408.69,75.34,65.8,32.42,28.7,90.0,3.7,0.0,0.0,0.0,0.0,139.9,72.33,83.64,151.66
Bangkok,2021-04-12 12:00:00,0.0,139.9,139.9,6034.85,67.71,59.63,28.88,29.5,80.0,0.0,0.0,0.0,0.03,0.0,112.73,68.75,105.68,147.26
Bangkok,2021-04-12 13:00:00,0.0,112.73,112.73,4966.74,58.17,55.52,24.32,28.0,87.0,1.8,0.0,0.0,0.45,0.0,86.96,70.36,111.74,120.46
Bangkok,2021-04-12 14:00:00,0.0,86.96,86.96,3791.81,51.5,51.41,22.04,27.9,87.0,1.8,0.0,0.0,1.59,0.0,72.33,74.38,122.01,93.56
Bangkok,2021-04-12 15:00:00,0.0,72.33,72.33,2964.02,47.21,46.61,20.01,28.8,84.0,0.0,0.0,0.0,4.65,0.0,68.75,83.64,138.06,76.97
Bangkok,2021-04-12 16:00:00,0.0,68.75,68.75,2563.48,43.87,41.47,19.25,28.5,85.0,0.0,0.0,0.03,25.75,0.0,70.36,105.68,96.64,74.64
Bangkok,2021-04-12 17:00:00,0.0,70.36,70.36,2456.67,43.87,38.73,20.01,28.2,86.0,0.0,0.0,0.45,47.92,0.0,74.38,111.74,71.07,81.7
Bangkok,2021-04-12 18:00:00,0.0,74.38,74.38,2563.48,45.3,37.36,21.53,28.2,87.0,0.0,0.0,1.59,49.35,0.0,83.64,122.01,56.19,91.12
Bangkok,2021-04-12 19:00:00,0.0,83.64,83.64,2990.72,51.98,37.7,24.32,27.6,88.0,0.0,0.03,4.65,35.05,0.0,105.68,138.06,48.68,96.38
Bangkok,2021-04-12 20:00:00,0.03,105.68,105.68,4165.65,69.62,42.84,33.44,27.3,90.0,0.0,0.45,25.75,16.63,0.02,111.74,96.64,52.64,98.98
Bangkok,2021-04-12 21:00:00,0.45,111.74,111.74,5020.14,90.6,51.41,43.57,27.5,93.0,0.0,1.59,47.92,5.1,0.25,122.01,71.07,58.47,82.04
Bangkok,2021-04-12 22:00:00,1.59,122.01,122.01,5928.04,111.58,69.23,53.2,26.6,93.0,0.0,4.65,49.35,0.87,0.51,138.06,56.19,82.19,81.11
Bangkok,2021-04-12 23:00:00,4.65,138.06,138.06,6355.29,141.14,111.04,70.93,26.7,93.0,0.0,25.75,35.05,0.14,0.54,96.64,48.68,115.0,80.1
Bangkok,2021-04-13 00:00:00,25.75,96.64,96.64,3738.4,105.86,131.61,54.72,27.1,92.0,0.0,47.92,16.63,0.0,0.83,71.07,52.64,130.95,57.44
Bangkok,2021-04-13 01:00:00,47.92,71.07,71.07,2590.18,79.16,105.56,42.05,28.1,85.0,1.8,49.35,5.1,0.0,0.71,56.19,58.47,132.47,47.62
Bangkok,2021-04-13 02:00:00,49.35,56.19,56.19,2216.34,67.71,86.37,36.99,29.4,78.0,1.8,35.05,0.87,0.0,0.39,48.68,82.19,140.5,41.6
Bangkok,2021-04-13 03:00:00,35.05,48.68,48.68,2136.23,64.85,80.2,35.97,31.3,69.0,7.6,16.63,0.14,0.0,0.17,52.64,115.0,151.66,39.12
Bangkok,2021-04-13 04:00:00,16.63,52.64,52.64,2349.85,72.48,85.68,40.53,31.6,67.0,7.4,5.1,0.0,0.0,0.04,58.47,130.95,147.26,39.99
Bangkok,2021-04-13 05:00:00,5.1,58.47,58.47,2670.29,81.06,86.37,44.58,32.0,66.0,5.5,0.87,0.0,0.0,0.01,82.19,132.47,120.46,38.53
Bangkok,2021-04-13 06:00:00,0.87,82.19,82.19,4165.65,105.86,87.74,60.8,34.5,55.0,5.4,0.14,0.0,0.0,0.02,115.0,140.5,93.56,51.95
Bangkok,2021-04-13 07:00:00,0.14,115.0,115.0,6141.66,127.79,94.59,71.94,32.2,65.0,5.5,0.0,0.0,0.0,0.01,130.95,151.66,76.97,81.27
Bangkok,2021-04-13 08:00:00,0.0,130.95,130.95,6729.13,122.07,97.33,65.86,32.0,67.0,3.7,0.0,0.0,0.0,0.0,132.47,147.26,74.64,116.52
Bangkok,2021-04-13 09:00:00,0.0,132.47,132.47,6408.69,95.37,93.22,46.61,34.3,57.0,7.6,0.0,0.0,0.0,0.0,140.5,120.46,81.7,167.41
Bangkok,2021-04-13 10:00:00,0.0,140.5,140.5,6301.88,76.29,84.31,34.45,31.6,67.0,3.7,0.0,0.0,0.0,0.0,151.66,93.56,91.12,221.72
Bangkok,2021-04-13 11:00:00,0.0,151.66,151.66,6195.07,70.57,78.14,30.91,30.7,71.0,3.7,0.0,0.0,0.0,0.0,147.26,76.97,96.38,265.63
Bangkok,2021-04-13 12:00:00,0.0,147.26,147.26,5821.23,64.85,74.03,27.87,30.8,73.0,3.6,0.0,0.0,0.02,0.0,120.46,74.64,98.98,277.94
Bangkok,2021-04-13 13:00:00,0.0,120.46,120.46,5020.14,56.74,70.6,23.31,29.4,77.0,1.8,0.0,0.0,0.25,0.0,93.56,81.7,82.04,242.3
Bangkok,2021-04-13 14:00:00,0.0,93.56,93.56,3845.22,51.5,64.43,21.28,29.0,79.0,1.8,0.0,0.0,0.51,0.0,76.97,91.12,81.11,190.61
Bangkok,2021-04-13 15:00:00,0.0,76.97,76.97,2883.91,47.21,57.58,19.76,30.0,77.0,3.6,0.0,0.0,0.54,0.0,74.64,96.38,80.1,159.53
Bangkok,2021-04-13 16:00:00,0.0,74.64,74.64,2483.37,45.3,51.41,20.01,29.7,78.0,1.8,0.0,0.02,0.83,0.0,81.7,98.98,57.44,146.3
Bangkok,2021-04-13 17:00:00,0.0,81.7,81.7,2483.37,48.16,48.67,23.31,29.3,80.0,1.8,0.0,0.25,0.71,0.0,91.12,82.04,47.62,140.3
Bangkok,2021-04-13 18:00:00,0.0,91.12,91.12,2750.4,55.31,47.98,26.09,28.8,82.0,1.8,0.0,0.51,0.39,0.0,96.38,81.11,41.6,140.73
Bangkok,2021-04-13 19:00:00,0.0,96.38,96.38,3097.53,63.9,52.09,26.6,28.6,83.0,0.0,0.02,0.54,0.17,0.0,98.98,80.1,39.12,154.0
Bangkok,2021-04-13 20:00:00,0.02,98.98,98.98,3738.4,82.02,62.38,33.95,28.3,84.0,0.0,0.25,0.83,0.04,0.01,82.04,57.44,39.99,188.38
Bangkok,2021-04-13 21:00:00,0.25,82.04,82.04,3578.19,96.32,69.92,45.09,28.5,83.0,3.6,0.51,0.71,0.01,0.11,81.11,47.62,38.53,195.29
Bangkok,2021-04-13 22:00:00,0.51,81.11,81.11,4005.43,100.14,76.08,49.14,28.4,84.0,3.7,0.54,0.39,0.02,0.35,80.1,41.6,51.95,225.44
Bangkok,2021-04-13 23:00:00,0.54,80.1,80.1,4165.65,99.18,73.34,51.68,28.3,85.0,1.8,0.83,0.17,0.01,2.75,57.44,39.12,81.27,282.26
Bangkok,2021-04-14 00:00:00,0.83,57.44,57.44,2670.29,77.25,68.55,42.05,28.0,86.0,0.0,0.71,0.04,0.0,13.77,47.62,39.99,116.52,265.44
Bangkok,2021-04-14 01:00:00,0.71,47.62,47.62,2109.53,68.67,63.06,38.0,29.1,81.0,1.8,0.39,0.01,0.0,76.53,41.6,38.53,167.41,234.33
Bangkok,2021-04-14 02:00:00,0.39,41.6,41.6,1895.9,60.08,56.21,32.93,30.1,76.0,1.8,0.17,0.02,0.0,174.52,39.12,51.95,221.72,253.94
Bangkok,2021-04-14 03:00:00,0.17,39.12,39.12,1895.9,58.65,51.41,32.42,32.5,61.0,3.6,0.04,0.01,0.0,228.88,39.99,81.27,265.63,245.84
Bangkok,2021-04-14 04:00:00,0.04,39.99,39.99,2002.72,61.99,49.35,33.95,31.7,68.0,3.7,0.01,0.0,0.0,200.27,38.53,116.52,277.94,208.71
Bangkok,2021-04-14 05:00:00,0.01,38.53,38.53,2056.12,61.04,47.3,32.93,32.3,66.0,5.5,0.02,0.0,0.0,145.91,51.95,167.41,242.3,174.4
Bangkok,2021-04-14 06:00:00,0.02,51.95,51.95,3631.59,67.71,52.09,31.92,34.2,53.0,11.2,0.01,0.0,0.0,36.84,81.27,221.72,190.61,142.64
Bangkok,2021-04-14 07:00:00,0.01,81.27,81.27,6248.47,80.11,63.06,32.93,32.8,63.0,5.5,0.0,0.0,0.0,0.74,116.52,265.63,159.53,121.36
Bangkok,2021-04-14 08:00:00,0.0,116.52,116.52,7904.05,93.46,68.55,35.97,32.6,63.0,5.5,0.0,0.0,0.0,0.01,167.41,277.94,146.3,104.92
Bangkok,2021-04-14 09:00:00,0.0,167.41,167.41,9506.23,101.09,70.6,38.51,32.2,68.0,3.6,0.0,0.0,0.0,0.0,221.72,242.3,140.3,95.77
Bangkok,2021-04-14 10:00:00,0.0,221.72,221.72,10787.96,101.09,70.6,40.03,31.6,63.0,3.7,0.0,0.0,0.0,0.0,265.63,190.61,140.73,99.0
Bangkok,2021-04-14 11:00:00,0.0,265.63,265.63,11322.02,100.14,69.92,44.58,30.7,68.0,3.7,0.0,0.0,0.0,0.0,277.94,159.53,154.0,107.59
Bangkok,2021-04-14 12:00:00,0.0,277.94,277.94,11215.21,93.46,68.55,45.09,30.1,73.0,5.4,0.0,0.0,0.01,0.0,242.3,146.3,188.38,102.25
Bangkok,2021-04-14 13:00:00,0.0,242.3,242.3,9933.47,77.25,63.75,35.97,29.4,75.0,1.8,0.0,0.0,0.11,0.0,190.61,140.3,195.29,79.7
Bangkok,2021-04-14 14:00:00,0.0,190.61,190.61,7797.24,61.99,55.52,28.88,29.2,77.0,1.8,0.0,0.0,0.35,0.0,159.53,140.73,225.44,60.75
Bangkok,2021-04-14 15:00:00,0.0,159.53,159.53,6034.85,55.31,50.04,26.6,29.0,79.0,0.0,0.0,0.0,2.75,0.0,146.3,154.0,282.26,52.49
Bangkok,2021-04-14 16:00:00,0.0,146.3,146.3,5073.55,52.93,45.93,25.33,28.8,80.0,0.0,0.0,0.01,13.77,0.0,140.3,188.38,265.44,53.57
Bangkok,2021-04-14 17:00:00,0.0,140.3,140.3,4592.9,52.93,41.47,25.08,28.5,81.0,0.0,0.0,0.11,76.53,0.0,140.73,195.29,234.33,59.34
Bangkok,2021-04-14 18:00:00,0.0,140.73,140.73,4432.68,55.31,37.01,25.59,28.7,80.0,0.0,0.0,0.35,174.52,0.0,154.0,225.44,253.94,68.09
Bangkok,2021-04-14 19:00:00,0.0,154.0,154.0,4913.33,63.9,34.96,29.64,28.0,84.0,0.0,0.01,2.75,228.88,0.0,188.38,282.26,245.84,85.86
Bangkok,2021-04-14 20:00:00,0.01,188.38,188.38,6462.1,86.78,39.07,43.57,27.8,85.0,0.0,0.11,13.77,200.27,0.01,195.29,265.44,208.71,129.04
Bangkok,2021-04-14 21:00:00,0.11,195.29,195.29,7156.37,146.87,55.52,83.09,28.0,80.0,3.6,0.35,76.53,145.91,0.07,225.44,234.33,174.4,186.59
Bangkok,2021-04-14 22:00:00,0.35,225.44,225.44,8865.36,188.83,69.92,103.35,27.7,86.0,0.0,2.75,174.52,36.84,0.25,282.26,253.94,142.64,212.71
Bangkok,2021-04-14 23:00:00,2.75,282.26,282.26,10147.09,236.51,130.24,135.78,27.6,87.0,0.0,13.77,228.88,0.74,0.85,265.44,245.84,121.36,188.36
Bangkok,2021-04-15 00:00:00,13.77,265.44,265.44,6942.75,196.46,254.99,113.49,27.0,83.0,0.0,76.53,200.27,0.01,9.21,234.33,208.71,104.92,85.42
Bangkok,2021-04-15 01:00:00,76.53,234.33,234.33,5180.36,152.59,222.09,84.1,28.8,81.0,1.8,174.52,145.91,0.0,45.78,253.94,174.4,95.77,61.94
Bangkok,2021-04-15 02:00:00,174.52,253.94,253.94,4806.52,144.96,172.73,76.0,30.1,74.0,1.8,228.88,36.84,0.0,101.57,245.84,142.64,99.0,50.79
Bangkok,2021-04-15 03:00:00,228.88,245.84,245.84,4379.27,133.51,127.49,65.86,31.6,64.0,0.0,200.27,0.74,0.0,110.15,208.71,121.36,107.59,42.17
Bangkok,2021-04-15 04:00:00,200.27,208.71,208.71,4165.65,127.79,117.9,61.81,32.2,62.0,1.8,145.91,0.01,0.0,75.82,174.4,104.92,102.25,38.77
Bangkok,2021-04-15 05:00:00,145.91,174.4,174.4,4005.43,119.21,126.12,57.25,32.9,59.0,3.7,36.84,0.0,0.0,33.26,142.64,95.77,79.7,32.14
Bangkok,2021-04-15 06:00:00,36.84,142.64,142.64,4539.49,111.58,169.99,57.76,35.2,56.0,0.0,0.74,0.0,0.0,5.72,121.36,99.0,60.75,34.27
Bangkok,2021-04-15 07:00:00,0.74,121.36,121.36,5447.39,107.77,160.4,59.28,33.3,58.0,3.7,0.01,0.0,0.0,0.4,104.92,107.59,52.49,47.9
Bangkok,2021-04-15 08:00:00,0.01,104.92,104.92,5714.42,100.14,104.19,55.73,33.1,60.0,3.7,0.0,0.0,0.0,0.0,95.77,102.25,53.57,61.26
Bangkok,2021-04-15 09:00:00,0.0,95.77,95.77,5287.17,82.02,64.43,43.06,32.0,55.0,3.6,0.0,0.0,0.0,0.0,99.0,79.7,59.34,83.16
Bangkok,2021-04-15 10:00:00,0.0,99.0,99.0,5073.55,69.62,44.55,33.95,32.9,63.0,1.8,0.0,0.0,0.0,0.0,107.59,60.75,68.09,110.3
Bangkok,2021-04-15 11:00:00,0.0,107.59,107.59,5020.14,66.76,35.64,30.4,31.9,67.0,1.8,0.0,0.0,0.0,0.0,102.25,52.49,85.86,130.35
Bangkok,2021-04-15 12:00:00,0.0,102.25,102.25,4592.9,61.04,32.22,26.35,31.8,61.0,5.4,0.0,0.0,0.01,0.0,79.7,53.57,129.04,139.08
Bangkok,2021-04-15 13:00:00,0.0,79.7,79.7,3738.4,53.88,31.19,22.04,30.2,74.0,1.8,0.0,0.0,0.07,0.0,60.75,59.34,186.59,135.16
Bangkok,2021-04-15 14:00:00,0.0,60.75,60.75,2857.21,49.59,30.5,20.27,29.7,76.0,0.0,0.0,0.0,0.25,0.0,52.49,68.09,212.71,132.18
Bangkok,2021-04-15 15:00:00,0.0,52.49,52.49,2269.75,45.78,30.5,18.49,30.0,78.0,0.0,0.0,0.0,0.85,0.0,53.57,85.86,188.36,138.73
Bangkok,2021-04-15 16:00:00,0.0,53.57,53.57,2082.82,42.92,29.47,17.73,29.7,79.0,0.0,0.0,0.01,9.21,0.0,59.34,129.04,85.42,147.78
Bangkok,2021-04-15 17:00:00,0.0,59.34,59.34,2162.93,44.35,28.79,19.76,29.4,80.0,0.0,0.0,0.07,45.78,0.0,68.09,186.59,61.94,145.91
Bangkok,2021-04-15 18:00:00,0.0,68.09,68.09,2429.96,51.5,28.79,22.8,29.5,79.0,1.8,0.0,0.25,101.57,0.0,85.86,212.71,50.79,129.08
Bangkok,2021-04-15 19:00:00,0.0,85.86,85.86,3150.94,65.8,29.13,28.37,28.8,82.0,0.0,0.01,0.85,110.15,0.0,129.04,188.36,42.17,107.24
Bangkok,2021-04-15 20:00:00,0.01,129.04,129.04,5340.58,89.65,33.59,40.53,28.5,83.0,0.0,0.07,9.21,75.82,0.01,186.59,85.42,38.77,94.64
Bangkok,2021-04-15 21:00:00,0.07,186.59,186.59,9078.98,115.4,43.18,52.69,28.9,81.0,3.6,0.25,45.78,33.26,0.63,212.71,61.94,32.14,66.48
Bangkok,2021-04-15 22:00:00,0.25,212.71,212.71,11215.21,129.7,54.15,56.24,28.8,82.0,3.7,0.85,101.57,5.72,7.78,188.36,50.79,34.27,80.54
Bangkok,2021-04-15 23:00:00,0.85,188.36,188.36,9399.41,143.05,76.08,66.88,28.7,83.0,1.8,9.21,110.15,0.4,185.97,85.42,42.17,47.9,234.79
Bangkok,2021-04-16 00:00:00,9.21,85.42,85.42,3738.4,106.81,106.93,56.74,28.5,88.0,0.0,45.78,75.82,0.0,526.43,61.94,38.77,61.26,418.06
Bangkok,2021-04-16 01:00:00,45.78,61.94,61.94,2563.48,79.16,111.04,45.09,29.6,78.0,1.8,101.57,33.26,0.0,589.37,50.79,32.14,83.16,483.42
Bangkok,2021-04-16 02:00:00,101.57,50.79,50.79,2082.82,63.9,82.25,36.99,30.6,73.0,1.8,110.15,5.72,0.0,623.7,42.17,34.27,110.3,561.77
Bangkok,2021-04-16 03:00:00,110.15,42.17,42.17,1842.5,55.79,65.12,32.93,30.5,82.0,3.6,75.82,0.4,0.0,560.76,38.77,47.9,130.35,550.26
Bangkok,2021-04-16 04:00:00,75.82,38.77,38.77,1815.8,54.84,66.49,32.42,31.6,75.0,3.7,33.26,0.0,0.0,452.04,32.14,61.26,139.08,462.2
Bangkok,2021-04-16 05:00:00,33.26,32.14,32.14,1708.98,49.59,64.43,29.13,32.6,70.0,3.7,5.72,0.0,0.0,331.88,34.27,83.16,135.16,281.03
Bangkok,2021-04-16 06:00:00,5.72,34.27,34.27,2109.53,56.27,61.01,33.44,34.5,54.0,13.0,0.4,0.0,0.0,150.2,47.9,110.3,132.18,108.91
Bangkok,2021-04-16 07:00:00,0.4,47.9,47.9,3017.43,76.29,53.47,44.08,33.4,65.0,3.7,0.0,0.0,0.0,20.92,61.26,130.35,138.73,56.62
Bangkok,2021-04-16 08:00:00,0.0,61.26,61.26,3578.19,88.69,49.35,49.14,33.1,64.0,3.7,0.0,0.0,0.0,0.02,83.16,139.08,147.78,47.28
Bangkok,2021-04-16 09:00:00,0.0,83.16,83.16,4539.49,92.51,49.35,42.56,34.0,56.0,3.6,0.0,0.0,0.0,0.0,110.3,135.16,145.91,87.68
Bangkok,2021-04-16 10:00:00,0.0,110.3,110.3,5554.2,88.69,49.35,33.95,32.2,62.0,3.7,0.0,0.0,0.0,0.0,130.35,132.18,129.08,152.35
Bangkok,2021-04-16 11:00:00,0.0,130.35,130.35,5874.63,84.88,47.98,31.67,31.2,67.0,3.7,0.0,0.0,0.0,0.0,139.08,138.73,107.24,210.71
Bangkok,2021-04-16 12:00:00,0.0,139.08,139.08,5981.45,82.02,46.61,33.95,31.1,72.0,5.4,0.0,0.0,0.01,0.0,135.16,147.78,94.64,246.42
Bangkok,2021-04-16 13:00:00,0.0,135.16,135.16,5767.82,83.92,46.61,36.99,29.7,76.0,1.8,0.0,0.0,0.63,0.0,132.18,145.91,66.48,268.17
Bangkok,2021-04-16 14:00:00,0.0,132.18,132.18,5287.17,95.37,47.98,45.09,29.3,78.0,1.8,0.0,0.0,7.78,0.0,138.73,129.08,80.54,261.27
Bangkok,2021-04-16 15:00:00,0.0,138.73,138.73,4966.74,95.37,47.3,44.58,30.0,78.0,5.4,0.0,0.0,185.97,0.0,147.78,107.24,234.79,211.68
Bangkok,2021-04-16 16:00:00,0.0,147.78,147.78,5020.14,77.25,41.13,35.97,28.7,81.0,0.0,0.0,0.01,526.43,0.0,145.91,94.64,418.06,153.72
Bangkok,2021-04-16 17:00:00,0.0,145.91,145.91,4753.11,65.8,35.3,32.93,28.4,83.0,0.0,0.0,0.63,589.37,0.0,129.08,66.48,483.42,92.63
Bangkok,2021-04-16 18:00:00,0.0,129.08,129.08,4219.06,54.84,29.47,29.39,29.8,78.0,3.6,0.0,7.78,623.7,0.0,107.24,80.54,561.77,48.13
Bangkok,2021-04-16 19:00:00,0.0,107.24,107.24,3738.4,45.78,24.33,23.05,28.0,85.0,0.0,0.01,185.97,560.76,0.0,94.64,234.79,550.26,43.02
Bangkok,2021-04-16 20:00:00,0.01,94.64,94.64,3845.22,48.16,23.31,23.31,27.8,86.0,0.0,0.63,526.43,452.04,0.28,66.48,418.06,462.2,51.04
Bangkok,2021-04-16 21:00:00,0.63,66.48,66.48,3177.64,67.71,27.08,35.97,28.9,82.0,0.0,7.78,589.37,331.88,3.67,80.54,483.42,281.03,50.94
Bangkok,2021-04-16 22:00:00,7.78,80.54,80.54,3738.4,90.6,66.49,49.14,28.4,85.0,1.8,185.97,623.7,150.2,17.17,234.79,561.77,108.91,60.54
Bangkok,2021-04-16 23:00:00,185.97,234.79,234.79,5020.14,137.33,183.7,72.96,28.2,86.0,1.8,526.43,560.76,20.92,62.94,418.06,550.26,56.62,92.09
Bangkok,2021-04-17 00:00:00,526.43,418.06,418.06,4325.87,114.44,72.66,53.7,27.5,81.0,0.0,589.37,452.04,0.02,113.01,483.42,462.2,47.28,101.17
Bangkok,2021-04-17 01:00:00,589.37,483.42,483.42,3952.03,104.9,30.5,50.16,28.8,83.0,1.8,623.7,331.88,0.0,131.61,561.77,281.03,87.68,96.42
Bangkok,2021-04-17 02:00:00,623.7,561.77,561.77,4219.06,113.49,28.1,54.72,29.5,80.0,1.8,560.76,150.2,0.0,130.18,550.26,108.91,152.35,86.46
Bangkok,2021-04-17 03:00:00,560.76,550.26,550.26,4219.06,113.49,32.56,54.72,32.4,58.0,3.6,452.04,20.92,0.0,115.87,462.2,56.62,210.71,68.74
Bangkok,2021-04-17 04:00:00,452.04,462.2,462.2,4005.43,106.81,44.55,51.68,32.7,57.0,3.7,331.88,0.02,0.0,97.28,281.03,47.28,246.42,56.01
Bangkok,2021-04-17 05:00:00,331.88,281.03,281.03,3257.75,83.92,54.15,42.56,33.0,57.0,3.7,150.2,0.0,0.0,65.8,108.91,87.68,268.17,44.09
Bangkok,2021-04-17 06:00:00,150.2,108.91,108.91,2456.67,61.99,72.66,35.47,34.6,50.0,5.4,20.92,0.0,0.0,12.34,56.62,152.35,261.27,51.26
Bangkok,2021-04-17 07:00:00,20.92,56.62,56.62,2483.37,61.99,98.71,38.0,32.9,58.0,3.7,0.02,0.0,0.0,0.48,47.28,210.71,211.68,82.29
Bangkok,2021-04-17 08:00:00,0.02,47.28,47.28,2536.77,62.94,72.66,38.51,32.4,60.0,3.7,0.0,0.0,0.0,0.01,87.68,246.42,153.72,114.46
Bangkok,2021-04-17 09:00:00,0.0,87.68,87.68,4859.92,57.22,52.09,28.63,35.5,52.0,1.8,0.0,0.0,0.0,0.0,152.35,268.17,92.63,120.97
Bangkok,2021-04-17 10:00:00,0.0,152.35,152.35,7476.81,55.31,45.24,24.83,32.6,60.0,1.8,0.0,0.0,0.0,0.0,210.71,261.27,48.13,117.38
Bangkok,2021-04-17 11:00:00,0.0,210.71,210.71,8972.17,61.04,46.61,31.67,31.6,64.0,1.8,0.0,0.0,0.0,0.0,246.42,211.68,43.02,117.78
Bangkok,2021-04-17 12:00:00,0.0,246.42,246.42,9719.85,71.53,52.09,42.05,31.6,67.0,0.0,0.0,0.0,0.28,0.0,268.17,153.72,51.04,131.94
Bangkok,2021-04-17 13:00:00,0.0,268.17,268.17,10467.53,64.85,51.41,34.96,30.0,72.0,1.8,0.0,0.0,3.67,0.0,261.27,92.63,50.94,149.69
Bangkok,2021-04-17 14:00:00,0.0,261.27,261.27,10147.09,49.59,44.55,24.32,29.5,75.0,0.0,0.0,0.0,17.17,0.0,211.68,48.13,60.54,169.61
Bangkok,2021-04-17 15:00:00,0.0,211.68,211.68,8010.86,46.73,40.78,23.05,30.2,72.0,0.0,0.0,0.0,62.94,0.0,153.72,43.02,92.09,188.22
Bangkok,2021-04-17 16:00:00,0.0,153.72,153.72,5767.82,43.87,34.27,19.51,29.9,73.0,0.0,0.0,0.28,113.01,0.0,92.63,51.04,101.17,203.31
Bangkok,2021-04-17 17:00:00,0.0,92.63,92.63,3578.19,40.53,27.42,17.23,29.5,75.0,0.0,0.0,3.67,131.61,0.0,48.13,50.94,96.42,214.69
Bangkok,2021-04-17 18:00:00,0.0,48.13,48.13,1976.01,49.59,23.99,24.57,29.0,78.0,0.0,0.0,17.17,130.18,0.0,43.02,60.54,86.46,214.93
Bangkok,2021-04-17 19:00:00,0.0,43.02,43.02,1815.8,57.7,23.99,29.39,28.8,79.0,0.0,0.28,62.94,115.87,0.0,51.04,92.09,68.74,198.89
Bangkok,2021-04-17 20:00:00,0.28,51.04,51.04,2269.75,71.53,28.1,38.0,28.4,80.0,0.0,3.67,113.01,97.28,0.01,50.94,101.17,56.01,180.69
Bangkok,2021-04-17 21:00:00,3.67,50.94,50.94,2483.37,72.48,38.04,39.52,28.2,87.0,0.0,17.17,131.61,65.8,0.15,60.54,96.42,44.09,122.45
Bangkok,2021-04-17 22:00:00,17.17,60.54,60.54,2670.29,76.29,76.08,42.56,27.7,84.0,0.0,62.94,130.18,12.34,0.58,92.09,86.46,51.26,114.24
Bangkok,2021-04-17 23:00:00,62.94,92.09,92.09,2937.32,86.78,116.53,48.13,27.6,85.0,0.0,113.01,115.87,0.48,1.88,101.17,68.74,82.29,125.17
Bangkok,2021-04-18 00:00:00,113.01,101.17,101.17,2696.99,82.02,100.08,44.58,28.0,90.0,0.0,131.61,97.28,0.01,7.6,96.42,56.01,114.46,114.97
Bangkok,2021-04-18 01:00:00,131.61,96.42,96.42,2483.37,77.25,82.94,41.54,28.5,80.0,0.0,130.18,65.8,0.0,37.19,86.46,44.09,120.97,124.18
Bangkok,2021-04-18 02:00:00,130.18,86.46,86.46,2376.56,73.43,76.77,39.52,29.5,75.0,0.0,115.87,12.34,0.0,144.48,68.74,51.26,117.38,155.59
Bangkok,2021-04-18 03:00:00,115.87,68.74,68.74,2216.34,67.71,72.66,36.48,31.0,75.0,0.0,97.28,0.48,0.0,228.88,56.01,82.29,117.78,167.26
